sample	window_start	window_end	window_mid	control_maternal	control_paternal
017C	25567000	25568000	25567500	0.842867175572519	0.9065179856115106
017C	25568000	25569000	25568500	0.9389831223628692	0.7552422680412371
017C	25569000	25570000	25569500	0.7718795483061479	0.68932
017C	25570000	25571000	25570500	0.8414718162839249	0.6318067885117493
017C	25571000	25572000	25571500	0.886387811634349	0.8609062499999998
017C	25572000	25573000	25572500	0.7460634920634921	0.7246666666666665
017C	25573000	25574000	25573500	0.9625906040268456	0.9547135678391959
017C	25574000	25575000	25574500	0.8065268065268065	0.8653025099075295
017C	25575000	25576000	25575500	0.9055184331797235	0.9385165876777251
017C	25576000	25577000	25576500	0.8670134874759151	0.828869653767821
017C	25577000	25578000	25577500	0.9494420289855072	0.8421888246628131
017C	25578000	25579000	25578500	0.9417344064386319	0.9703539603960394
017C	25579000	25580000	25579500	0.8650769230769231	0.9056220472440945
017C	25580000	25581000	25580500	0.21806363636363635	0.2581818181818182
017C	25581000	25582000	25581500	0.7524554455445543	0.8945
017C	25582000	25583000	25582500	0.9443333333333332	0.9596351351351352
017C	25583000	25584000	25583500	0.9236527777777775	0.7735345911949686
017C	25584000	25585000	25584500	0.8645571428571429	0.9208536585365854
017C	25585000	25586000	25585500	0.9096041666666667	0.9714285714285714
017C	25586000	25587000	25586500	0.7687853773584906	0.9211983805668015
017C	25587000	25588000	25587500	0.9707041666666666	0.9131538461538461
017C	25588000	25589000	25588500	0.9209090909090909	0.8448135922330098
017C	25589000	25590000	25589500	0.8942179487179488	0.8515272727272726
017C	25590000	25591000	25590500	0.8386989247311826	0.8742657142857143
017C	25591000	25592000	25591500	0.8879880000000001	0.8434407582938388
017C	25592000	25593000	25592500	0.9308472727272727	0.8556267605633804
017C	25593000	25594000	25593500	0.7781778425655977	0.946899204244032
017C	25594000	25595000	25594500	0.947157894736842	0.7725450643776823
017C	25595000	25596000	25595500	0.8762000000000001	0.7278417721518986
017C	25596000	25597000	25596500	0.9072218543046358	0.9271605995717345
017C	25597000	25598000	25597500	0.9612666666666667	0.9555012345679013
017C	25598000	25599000	25598500	0.8903225806451613	0.8123387755102041
017C	25599000	25600000	25599500	0.7470549450549451	0.808
017C	25600000	25601000	25600500	NaN	NaN
017C	25601000	25602000	25601500	0.5974390243902439	0.9887499999999999
017C	25602000	25603000	25602500	0.9258222222222221	0.9684904458598725
017C	25603000	25604000	25603500	0.8919090909090908	0.9726363636363636
017C	25604000	25605000	25604500	0.9731830985915494	0.9433719008264461
017C	25605000	25606000	25605500	0.9745758426966292	0.9531351351351351
017C	25606000	25607000	25606500	0.7774772727272726	0.9001695652173913
017C	25607000	25608000	25607500	0.8199151138716356	0.8111955056179775
017C	25608000	25609000	25608500	0.772846153846154	0.8976553030303029
017C	25609000	25610000	25609500	0.9244981949458484	0.9288661087866109
017C	25610000	25611000	25610500	0.8216785714285715	0.8941441176470588
017C	25611000	25612000	25611500	0.9319375	0.9223903743315508
017C	25612000	25613000	25612500	0.909002118644068	0.9546886363636364
017C	25613000	25614000	25613500	0.8433849129593809	0.8319914893617022
017C	25614000	25615000	25614500	0.9161715328467153	0.8903983739837398
017C	25615000	25616000	25615500	0.8662621359223303	0.9010605504587157
017C	25616000	25617000	25616500	0.6667272727272727	0.6172187499999999
017C	25617000	25618000	25617500	0.8290975609756098	0.9320388349514561
017C	25618000	25619000	25618500	0.907388888888889	0.8928
017C	25619000	25620000	25619500	0.9306527777777779	0.866
017C	25620000	25621000	25620500	0.7963333333333333	0.9241645569620254
017C	25621000	25622000	25621500	0.8172608695652175	0.8088333333333334
017C	25622000	25623000	25622500	0.8528333333333333	0.8657761194029849
017C	25623000	25624000	25623500	0.8	0.85725
017C	25624000	25625000	25624500	0.7666666666666667	0.8572207792207792
017C	25625000	25626000	25625500	0.7214285714285714	0.7944888888888888
017C	25626000	25627000	25626500	0.9304635761589404	0.8874532374100721
017C	25627000	25628000	25627500	0.9790208333333332	0.9666442953020135
017C	25628000	25629000	25628500	0.7097404580152672	0.8323674418604652
017C	25629000	25630000	25629500	0.8452727272727273	0.8786705202312138
017C	25630000	25631000	25630500	NaN	NaN
017C	25631000	25632000	25631500	0.6612372881355933	0.7884999999999999
017C	25632000	25633000	25632500	0.9246559139784946	0.9319431818181818
017C	25633000	25634000	25633500	0.8333333333333334	0.9570000000000002
017C	25634000	25635000	25634500	NaN	NaN
017C	25635000	25636000	25635500	0.9859295774647888	0.9340276243093925
017C	25636000	25637000	25636500	0.9111999999999999	0.8621836734693877
017C	25637000	25638000	25637500	0.9807884615384614	0.971766355140187
017C	25638000	25639000	25638500	0.9873291139240505	0.9819277108433735
017C	25639000	25640000	25639500	0.9332666666666667	0.9501990049751243
017C	25640000	25641000	25640500	0.8845384615384615	0.933722891566265
017C	25641000	25642000	25641500	0.8749374999999999	0.968875
017C	25642000	25643000	25642500	1.0	0.9811320754716981
017C	25643000	25644000	25643500	NaN	0.8666666666666667
017C	25644000	25645000	25644500	NaN	0.7560975609756098
017C	25645000	25646000	25645500	NaN	0.9081632653061225
017C	25646000	25647000	25646500	NaN	0.7777777777777778
017C	25647000	25648000	25647500	NaN	0.9285714285714286
017C	25648000	25649000	25648500	NaN	0.9199199999999998
017C	25649000	25650000	25649500	NaN	0.88335
017C	25650000	25651000	25650500	NaN	NaN
017C	25651000	25652000	25651500	1.0	0.8462051282051283
017C	25652000	25653000	25652500	1.0	1.0
017C	25653000	25654000	25653500	0.96878125	0.9375
017C	25654000	25655000	25654500	0.8863181818181818	0.8662500000000001
017C	25655000	25656000	25655500	0.8598224299065421	0.875
017C	25656000	25657000	25656500	NaN	NaN
017C	25657000	25658000	25657500	0.9860000000000001	0.8986455696202531
017C	25658000	25659000	25658500	0.9463392857142858	0.9245606060606062
017C	25659000	25660000	25659500	0.8770000000000001	0.8242162162162162
017C	25660000	25661000	25660500	0.9765555555555555	0.8355822784810127
017C	25661000	25662000	25661500	0.7944299065420561	0.7614552238805969
017C	25662000	25663000	25662500	NaN	NaN
017C	25663000	25664000	25663500	0.92075	0.9590204081632651
017C	25664000	25665000	25664500	0.7872128712871288	0.8147777777777777
017C	25665000	25666000	25665500	NaN	NaN
017C	25666000	25667000	25666500	0.775	0.877023076923077
017C	25667000	25668000	25667500	0.8287671232876712	0.8060181818181816
017C	25668000	25669000	25668500	0.9113548387096774	0.933044776119403
017C	25669000	25670000	25669500	0.9701369047619048	0.9489744680851063
017C	25670000	25671000	25670500	0.7453333333333333	0.8666666666666667
017C	25671000	25672000	25671500	0.7643333333333334	0.662054054054054
017C	25672000	25673000	25672500	0.8675	0.7501847826086958
017C	25673000	25674000	25673500	0.67	0.7585103448275863
017C	25674000	25675000	25674500	0.9401902173913044	0.9467259786476867
017C	25675000	25676000	25675500	0.9375999999999998	0.9818159509202454
017C	25676000	25677000	25676500	0.9177391304347825	0.9525396825396825
017C	25677000	25678000	25677500	0.6938505338078292	0.9318850931677019
017C	25678000	25679000	25678500	0.5442	0.8430000000000001
017C	25679000	25680000	25679500	0.6795482625482625	0.9124276094276094
017C	25680000	25681000	25680500	0.642795918367347	0.8628431372549019
017C	25681000	25682000	25681500	0.91075	0.9341813186813188
017C	25682000	25683000	25682500	0.6736443514644351	0.4875088339222615
017C	25683000	25684000	25683500	0.9039599999999999	0.926248322147651
017C	25684000	25685000	25684500	0.739036231884058	0.8842621951219513
017C	25685000	25686000	25685500	0.9268170731707317	0.8963678160919539
017C	25686000	25687000	25686500	0.714530612244898	0.902422077922078
017C	25687000	25688000	25687500	0.8830558375634517	0.9327303370786517
017C	25688000	25689000	25688500	0.9442727272727273	0.9725714285714286
017C	25689000	25690000	25689500	0.9597638190954774	0.8423913043478263
017C	25690000	25691000	25690500	0.9673809523809522	0.9406190476190475
017C	25691000	25692000	25691500	0.8871605206073752	0.8934961038961039
017C	25692000	25693000	25692500	0.8284850746268656	0.892036036036036
017C	25693000	25694000	25693500	0.8998464285714286	0.904486956521739
017C	25694000	25695000	25694500	0.9389103053435115	0.9892533692722373
017C	25695000	25696000	25695500	0.9422310469314079	0.9363526011560692
017C	25696000	25697000	25696500	0.8398167938931298	0.7499210526315789
017C	25697000	25698000	25697500	0.9466410714285715	0.9042695035460993
017C	25698000	25699000	25698500	0.8213808664259928	0.9042013201320133
017C	25699000	25700000	25699500	0.8571640211640212	0.8125583333333333
017C	25700000	25701000	25700500	0.9421326530612244	0.9335517241379309
017C	25701000	25702000	25701500	0.8350000000000001	0.8229142857142857
017C	25702000	25703000	25702500	0.5593502824858758	0.7534647887323944
017C	25703000	25704000	25703500	0.9751111111111113	0.9457048192771083
017C	25704000	25705000	25704500	0.9686770833333332	0.9706504854368933
017C	25705000	25706000	25705500	0.9680106382978723	0.857
017C	25706000	25707000	25706500	NaN	NaN
017C	25707000	25708000	25707500	0.8673124999999999	0.7927979274611399
017C	25708000	25709000	25708500	0.920096	0.9212182741116751
017C	25709000	25710000	25709500	0.9759251336898396	0.9263946488294313
017C	25710000	25711000	25710500	0.9478846153846154	0.9084234693877551
017C	25711000	25712000	25711500	0.7373687150837989	0.9465134099616859
017C	25712000	25713000	25712500	0.9545342465753426	0.9075714285714286
017C	25713000	25714000	25713500	0.9374450757575759	0.9406652542372881
017C	25714000	25715000	25714500	0.8373110047846889	0.8500000000000001
017C	25715000	25716000	25715500	0.7916666666666666	0.9587123287671232
017C	25716000	25717000	25716500	0.29204615384615384	0.42865714285714285
017C	25717000	25718000	25717500	0.8793956043956045	0.8967282608695651
017C	25718000	25719000	25718500	0.8485636363636364	0.8798469945355192
017C	25719000	25720000	25719500	0.8974852941176472	0.8946491228070176
017C	25720000	25721000	25720500	0.7730087336244542	0.7943000000000001
017C	25721000	25722000	25721500	0.8934714828897338	0.818
017C	25722000	25723000	25722500	0.9105324427480918	0.8866347607052898
017C	25723000	25724000	25723500	0.7338709677419355	0.8304371584699454
017C	25724000	25725000	25724500	0.9377777777777778	0.7602222222222221
017C	25725000	25726000	25725500	0.9113395348837209	0.9667880794701987
017C	25726000	25727000	25726500	0.9566594427244581	0.9537857142857142
017C	25727000	25728000	25727500	0.8975560821484992	0.9390162271805274
017C	25728000	25729000	25728500	0.9107063829787234	0.8286685082872929
017C	25729000	25730000	25729500	0.9654842767295597	0.8033076923076924
017C	25730000	25731000	25730500	0.9160625	0.7575909090909092
017C	25731000	25732000	25731500	0.897510743801653	0.8264668769716088
017C	25732000	25733000	25732500	0.8778999999999999	0.9153
017C	25733000	25734000	25733500	0.921167064439141	0.8913423913043479
017C	25734000	25735000	25734500	0.9599195710455765	0.9405000000000001
017C	25735000	25736000	25735500	0.9559725738396624	0.9143714285714285
017C	25736000	25737000	25736500	0.927578431372549	0.9722837370242214
017C	25737000	25738000	25737500	0.9431968253968255	0.9183858695652174
017C	25738000	25739000	25738500	0.9470796460176992	0.81275
017C	25739000	25740000	25739500	NaN	NaN
017C	25740000	25741000	25740500	0.9606842105263158	0.8823176470588235
017C	25741000	25742000	25741500	0.9580059880239519	0.881049504950495
017C	25742000	25743000	25742500	NaN	NaN
017C	25743000	25744000	25743500	0.9345263157894736	0.9147872340425531
017C	25744000	25745000	25744500	0.8955423728813559	0.9868508771929825
017C	25745000	25746000	25745500	0.9633727810650887	0.9734776859504133
017C	25746000	25747000	25746500	0.989735354927636	0.9847596153846154
017C	25747000	25748000	25747500	0.9629978165938865	0.975094527363184
017C	25748000	25749000	25748500	0.9538439716312056	0.9636370967741935
017C	25749000	25750000	25749500	0.9472698412698413	0.9730738255033557
017C	25750000	25751000	25750500	0.9845794871794872	0.9314
017C	25751000	25752000	25751500	0.9236388888888888	0.9822857142857142
017C	25752000	25753000	25752500	0.9652758620689655	1.0
017C	25753000	25754000	25753500	0.9358076923076922	0.9828965517241378
017C	25754000	25755000	25754500	0.9897244897959183	0.9936792452830189
017C	25755000	25756000	25755500	0.8794285714285714	0.8785327102803737
017C	25756000	25757000	25756500	0.9406327683615818	0.9652708333333333
017C	25757000	25758000	25757500	0.962001517450683	0.9815112936344969
017C	25758000	25759000	25758500	0.9833333333333333	0.9554666666666668
017C	25759000	25760000	25759500	0.9759931506849315	0.9915254237288136
017C	25760000	25761000	25760500	0.9728756756756757	0.9558480662983425
017C	25761000	25762000	25761500	0.9831493975903614	0.9235550847457628
017C	25762000	25763000	25762500	0.9955333333333334	0.946220675944334
017C	25763000	25764000	25763500	0.9225417956656347	0.9507846153846153
017C	25764000	25765000	25764500	0.5862027777777779	0.5600833333333333
017C	25765000	25766000	25765500	0.8966321243523319	0.9104851063829789
017C	25766000	25767000	25766500	0.9217058823529412	0.8807364620938628
017C	25767000	25768000	25767500	0.6894085106382979	0.6049753086419754
017C	25768000	25769000	25768500	0.946100386100386	0.9629876543209877
017C	25769000	25770000	25769500	0.9445096774193549	0.9606661417322834
017C	25770000	25771000	25770500	1.0	0.9725562310030396
017C	25771000	25772000	25771500	0.916225806451613	0.8356716417910448
017C	25772000	25773000	25772500	0.9055275590551182	0.8404255319148937
017C	25773000	25774000	25773500	0.8566187845303868	0.9236946564885495
017C	25774000	25775000	25774500	0.8427037037037037	0.8794939759036143
017C	25775000	25776000	25775500	0.850857142857143	0.8632136752136752
017C	25776000	25777000	25776500	0.8549999999999999	0.7194634146341463
017C	25777000	25778000	25777500	0.9515645161290323	0.7326534653465345
017C	25778000	25779000	25778500	0.8977499999999999	0.88225
017C	25779000	25780000	25779500	0.7	0.7378
017C	25780000	25781000	25780500	0.7177435897435899	0.844
017C	25781000	25782000	25781500	0.9455405405405405	0.8196721311475409
017C	25782000	25783000	25782500	0.9807692307692307	1.0
017C	25783000	25784000	25783500	0.7437820512820513	0.8842463768115941
017C	25784000	25785000	25784500	0.982561403508772	0.9805098039215686
017C	25785000	25786000	25785500	0.9125	0.9630987654320987
017C	25786000	25787000	25786500	0.8215	0.7625249999999999
017C	25787000	25788000	25787500	0.9305116279069766	1.0
017C	25788000	25789000	25788500	0.8778333333333332	0.7887323943661971
017C	25789000	25790000	25789500	0.7856309523809524	0.7775555555555556
017C	25790000	25791000	25790500	0.7088181818181818	0.7418709677419354
017C	25791000	25792000	25791500	0.775	0.953888888888889
017C	25792000	25793000	25792500	0.80271974522293	0.7560894308943089
017C	25793000	25794000	25793500	0.7880492424242423	0.8972812499999999
017C	25794000	25795000	25794500	0.7999371428571429	0.7309931034482758
017C	25795000	25796000	25795500	0.9297416974169742	0.9690530973451326
017C	25796000	25797000	25796500	0.8592500000000001	0.9618571428571429
017C	25797000	25798000	25797500	0.9038461538461539	0.9846717948717949
017C	25798000	25799000	25798500	0.8478986486486487	0.9307926267281106
017C	25799000	25800000	25799500	0.862986301369863	0.7678000000000001
017C	25800000	25801000	25800500	0.9041397058823529	0.9479814814814813
017C	25801000	25802000	25801500	0.7222592592592593	0.842
017C	25802000	25803000	25802500	0.8970073529411764	0.9083737704918032
017C	25803000	25804000	25803500	0.8287027027027027	0.8093333333333335
017C	25804000	25805000	25804500	0.7930862068965517	0.9414705882352943
017C	25805000	25806000	25805500	NaN	NaN
017C	25806000	25807000	25806500	0.9499333333333334	0.9613506493506494
017C	25807000	25808000	25807500	NaN	NaN
017C	25808000	25809000	25808500	0.7563217391304348	0.6536666666666666
017C	25809000	25810000	25809500	0.8270818181818181	0.9013684210526315
017C	25810000	25811000	25810500	0.722	0.9428857142857142
017C	25811000	25812000	25811500	0.7140952380952381	0.6049495798319328
017C	25812000	25813000	25812500	0.951453177257525	0.8703727272727272
017C	25813000	25814000	25813500	0.9874850746268656	0.9141481481481482
017C	25814000	25815000	25814500	0.9260328767123288	0.8533633802816902
017C	25815000	25816000	25815500	0.9392307692307691	0.9219655172413792
017C	25816000	25817000	25816500	0.8590526315789473	0.9248954423592493
017C	25817000	25818000	25817500	0.915128540305011	0.9648571428571427
017C	25818000	25819000	25818500	0.8114927536231884	0.9013802816901408
017C	25819000	25820000	25819500	0.9846615678776292	0.9854697286012525
017C	25820000	25821000	25820500	0.9610812720848056	0.974272435897436
017C	25821000	25822000	25821500	0.8071385542168674	0.8492060301507539
017C	25822000	25823000	25822500	0.8159176470588235	0.9504365325077399
017C	25823000	25824000	25823500	0.8264533898305085	0.8116413373860183
017C	25824000	25825000	25824500	0.9239786223277909	0.924448275862069
017C	25825000	25826000	25825500	0.752529702970297	0.7566235741444868
017C	25826000	25827000	25826500	0.9257021276595744	0.8468467741935485
017C	25827000	25828000	25827500	0.7764475524475524	0.9565489130434782
017C	25828000	25829000	25828500	0.8441558441558441	0.7999368421052632
017C	25829000	25830000	25829500	NaN	NaN
017C	25830000	25831000	25830500	0.894121212121212	0.7498124999999999
017C	25831000	25832000	25831500	0.8755140562248996	0.9604659498207886
017C	25832000	25833000	25832500	1.0	0.9255106382978723
017C	25833000	25834000	25833500	NaN	NaN
017C	25834000	25835000	25834500	1.0	0.9692403100775193
017C	25835000	25836000	25835500	0.9225570776255707	0.9079078341013824
017C	25836000	25837000	25836500	0.44887172011661813	0.49694062499999997
017C	25837000	25838000	25837500	0.028222551928783382	0.032251566696508506
017C	25838000	25839000	25838500	0.011776672694394216	0.008032258064516129
017C	25839000	25840000	25839500	0.010170731707317072	0.03972326350606394
017C	25840000	25841000	25840500	0.7905811518324608	0.862774193548387
017C	25841000	25842000	25841500	0.043984	0.10941582491582491
017C	25842000	25843000	25842500	0.15175862068965518	0.23950617283950618
017C	25843000	25844000	25843500	0.9233068783068783	0.9359097387173396
017C	25844000	25845000	25844500	0.7867106598984771	0.9292401574803149
017C	25845000	25846000	25845500	0.9172841726618705	0.9774290322580644
017C	25846000	25847000	25846500	0.9531260162601627	0.971036231884058
017C	25847000	25848000	25847500	0.9735	0.9738115183246073
017C	25848000	25849000	25848500	0.8282754237288135	0.8663048128342246
017C	25849000	25850000	25849500	0.006370818915801614	0.03779647132955261
017C	25850000	25851000	25850500	0.12286731843575419	0.1581703163017032
017C	25851000	25852000	25851500	0.9597140350877191	0.9391408839779005
017C	25852000	25853000	25852500	0.9584074074074074	0.9040439121756488
017C	25853000	25854000	25853500	0.9849648241206029	0.9050568720379147
017C	25854000	25855000	25854500	0.9970526315789473	0.9597007751937982
017C	25855000	25856000	25855500	0.9893430463576159	0.9447830882352941
017C	25856000	25857000	25856500	0.992946261682243	0.9607603686635945
017C	25857000	25858000	25857500	0.9616106382978723	0.9558989010989012
017C	25858000	25859000	25858500	0.9976720554272518	0.9070972850678735
017C	25859000	25860000	25859500	0.9855085865257596	0.9534044198895029
017C	25860000	25861000	25860500	0.9407142857142857	0.9632985915492958
017C	25861000	25862000	25861500	0.8646954887218046	0.8917957957957958
017C	25862000	25863000	25862500	0.9957773109243697	0.9614935897435897
017C	25863000	25864000	25863500	0.9629259259259259	0.9228610038610039
017C	25864000	25865000	25864500	0.9921111111111112	0.9749531981279252
017C	25865000	25866000	25865500	0.967589430894309	0.9774188679245281
017C	25866000	25867000	25866500	0.8567058823529412	0.8405086206896552
017C	25867000	25868000	25867500	0.973127413127413	0.9755999999999999
017C	25868000	25869000	25868500	0.8501465798045604	0.8429476439790575
017C	25869000	25870000	25869500	0.9518426666666667	0.9629259259259259
017C	25870000	25871000	25870500	0.8610725075528702	0.7754185022026432
017C	25871000	25872000	25871500	0.9701490066225166	0.990774193548387
017C	25872000	25873000	25872500	0.9969043209876544	0.9562105263157894
017C	25873000	25874000	25873500	1.0	1.0
017C	25874000	25875000	25874500	0.9961119691119691	0.9857492877492879
017C	25875000	25876000	25875500	0.9691039325842697	0.940468253968254
017C	25876000	25877000	25876500	0.856952380952381	0.8965431034482759
017C	25877000	25878000	25877500	0.8630773809523811	0.8437625000000001
017C	25878000	25879000	25878500	0.34838202247191014	0.20014285714285712
017C	25879000	25880000	25879500	0.6422443181818182	0.7885528455284553
017C	25880000	25881000	25880500	0.9682222222222223	0.8571428571428571
017C	25881000	25882000	25881500	0.9819277108433735	0.853097902097902
017C	25882000	25883000	25882500	0.9604473684210526	0.9622716981132075
017C	25883000	25884000	25883500	0.9495403225806451	0.9398862660944206
017C	25884000	25885000	25884500	0.9939729729729729	0.9449595375722543
017C	25885000	25886000	25885500	0.9163422053231939	0.9587340823970038
017C	25886000	25887000	25886500	0.9754632653061225	0.9937777777777779
017C	25887000	25888000	25887500	0.9806153846153846	0.9806923076923079
017C	25888000	25889000	25888500	0.9661046153846153	0.9731696428571429
017C	25889000	25890000	25889500	0.9833766666666668	0.9809333333333334
017C	25890000	25891000	25890500	0.9553333333333334	0.9616369426751594
017C	25891000	25892000	25891500	0.9852252964426877	0.9611884262526463
017C	25892000	25893000	25892500	0.9922317073170732	0.9868789682539681
017C	25893000	25894000	25893500	0.9616781609195402	0.9958598326359832
017C	25894000	25895000	25894500	1.0	0.9841593625498007
017C	25895000	25896000	25895500	0.9818181818181818	0.9568960138648178
017C	25896000	25897000	25896500	0.9850845771144279	0.9350368271954675
017C	25897000	25898000	25897500	1.0	0.965271676300578
017C	25898000	25899000	25898500	1.0	0.991081081081081
017C	25899000	25900000	25899500	1.0	0.9265882352941177
017C	25900000	25901000	25900500	0.9834	0.9570000000000001
017C	25901000	25902000	25901500	0.8978295454545454	0.8836111111111111
017C	25902000	25903000	25902500	0.9697272727272729	0.9008818493150683
017C	25903000	25904000	25903500	0.9782304347826086	0.9656788793103449
017C	25904000	25905000	25904500	0.9427142857142857	0.9471000000000002
017C	25905000	25906000	25905500	0.9704197530864197	0.9494899193548387
017C	25906000	25907000	25906500	0.9935163398692809	0.985
017C	25907000	25908000	25907500	0.9714042553191491	0.9853308823529412
017C	25908000	25909000	25908500	0.9860000000000001	0.9710144927536232
017C	25909000	25910000	25909500	0.9785982905982905	0.9702923728813558
017C	25910000	25911000	25910500	0.9904778481012658	0.90164161849711
017C	25911000	25912000	25911500	0.6120431034482758	0.633896174863388
017C	25912000	25913000	25912500	0.8728412698412699	0.8577
017C	25913000	25914000	25913500	0.9606797385620915	0.9672987012987013
017C	25914000	25915000	25914500	0.9750526315789474	0.992421052631579
017C	25915000	25916000	25915500	0.9848571428571428	1.0
017C	25916000	25917000	25916500	0.9527688679245283	0.8905985401459854
017C	25917000	25918000	25917500	0.9417976744186047	0.8939798903107862
017C	25918000	25919000	25918500	0.9084182825484766	0.9317819383259912
017C	25919000	25920000	25919500	0.9395452930728241	0.9162255154639175
017C	25920000	25921000	25920500	0.8493287671232876	0.8097322580645161
017C	25921000	25922000	25921500	0.9124660194174757	0.9063355704697986
017C	25922000	25923000	25922500	0.9504545454545454	0.9621304347826087
017C	25923000	25924000	25923500	0.9872115384615384	0.9808648648648648
017C	25924000	25925000	25924500	0.9419668508287293	0.9688765217391305
017C	25925000	25926000	25925500	0.9744830508474577	0.8671099744245526
017C	25926000	25927000	25926500	0.9564434782608696	0.9652280701754387
017C	25927000	25928000	25927500	0.9791304347826089	0.9481081504702195
017C	25928000	25929000	25928500	0.96875	0.8756309012875536
017C	25929000	25930000	25929500	0.967928	0.926293650793651
017C	25930000	25931000	25930500	0.9408078817733989	0.9893144876325088
017C	25931000	25932000	25931500	0.9179396551724138	0.9492751159196291
017C	25932000	25933000	25932500	0.9736644736842106	0.9668915094339625
017C	25933000	25934000	25933500	0.9349809160305341	0.9277111111111109
017C	25934000	25935000	25934500	0.9515131845841787	0.9314885993485341
017C	25935000	25936000	25935500	0.8812918918918919	0.949125
017C	25936000	25937000	25936500	0.9257843137254902	0.8981818181818182
017C	25937000	25938000	25937500	0.9342747252747253	0.9686358208955222
017C	25938000	25939000	25938500	0.92579296875	0.9324831081081081
017C	25939000	25940000	25939500	0.8913709677419355	0.9378996539792387
017C	25940000	25941000	25940500	0.8716887159533074	0.8567598566308243
017C	25941000	25942000	25941500	0.946	0.9574612403100776
017C	25942000	25943000	25942500	0.9559240506329114	0.9103034482758621
017C	25943000	25944000	25943500	0.9829065743944637	0.9201818181818181
017C	25944000	25945000	25944500	0.9777794871794872	0.964718309859155
017C	25945000	25946000	25945500	0.9328678500986193	0.9399844961240312
017C	25946000	25947000	25946500	0.1788775894538606	0.18528496503496503
017C	25947000	25948000	25947500	0.9331176470588236	0.9664944134078215
017C	25948000	25949000	25948500	0.9085555555555557	0.9364964705882354
017C	25949000	25950000	25949500	0.9427979797979796	0.9363986254295533
017C	25950000	25951000	25950500	0.8923076923076924	0.9846625766871165
017C	25951000	25952000	25951500	0.9206037735849056	0.895948
017C	25952000	25953000	25952500	0.9683413729128013	0.9760214797136038
017C	25953000	25954000	25953500	0.9417493224932248	0.9594944852941177
017C	25954000	25955000	25954500	0.9030545454545452	0.893875
017C	25955000	25956000	25955500	0.9387905982905982	0.972968058968059
017C	25956000	25957000	25956500	0.9547526395173453	0.9617857142857142
017C	25957000	25958000	25957500	0.9917875383043921	0.9790975609756096
017C	25958000	25959000	25958500	0.974613924050633	0.9387142857142857
017C	25959000	25960000	25959500	0.9793066202090591	1.0
017C	25960000	25961000	25960500	0.980972515856237	0.9934788273615635
017C	25961000	25962000	25961500	0.9658048780487806	0.9570372492836675
017C	25962000	25963000	25962500	0.9475840909090909	0.950516129032258
017C	25963000	25964000	25963500	0.9677368421052632	0.9691643835616438
017C	25964000	25965000	25964500	0.9722142857142857	0.9948984771573605
017C	25965000	25966000	25965500	0.9589081632653061	0.9530671140939597
017C	25966000	25967000	25966500	0.8706	0.9445277777777777
017C	25967000	25968000	25967500	0.9665666666666668	0.9314274809160304
017C	25968000	25969000	25968500	0.9842941176470589	0.9332539682539683
017C	25969000	25970000	25969500	0.9795	0.96689010989011
017C	25970000	25971000	25970500	0.9935032679738562	0.95477
017C	25971000	25972000	25971500	0.9564072727272728	0.9315193621867881
017C	25972000	25973000	25972500	0.9908256880733946	0.8694130434782609
017C	25973000	25974000	25973500	0.9428357142857143	0.8802679999999999
017C	25974000	25975000	25974500	0.6477333333333334	0.6294166666666667
017C	25975000	25976000	25975500	1.0	0.9734893617021276
017C	25976000	25977000	25976500	0.95	0.9082270058708416
017C	25977000	25978000	25977500	0.9672897196261683	0.9310394088669951
017C	25978000	25979000	25978500	0.9065714285714285	0.9740172910662825
017C	25979000	25980000	25979500	0.93	0.8076095238095239
017C	25980000	25981000	25980500	0.9721944444444444	0.9097222222222222
017C	25981000	25982000	25981500	0.6790943396226414	0.7928828828828829
017C	25982000	25983000	25982500	0.9687291666666668	0.9646548223350254
017C	25983000	25984000	25983500	0.9535290697674419	0.989472440944882
017C	25984000	25985000	25984500	0.9596363636363637	0.9907935779816514
017C	25985000	25986000	25985500	0.83325	0.9605
017C	25986000	25987000	25986500	1.0	0.9937777777777779
017C	25987000	25988000	25987500	0.9682857142857143	1.0
017C	25988000	25989000	25988500	0.9468617021276595	1.0
017C	25989000	25990000	25989500	0.909	0.9905333333333334
017C	25990000	25991000	25990500	0.9395530303030303	0.9672213114754099
017C	25991000	25992000	25991500	0.860976821192053	0.9698391959798994
017C	25992000	25993000	25992500	0.9277727272727273	0.973034749034749
017C	25993000	25994000	25993500	0.9705555555555556	0.9879193548387096
017C	25994000	25995000	25994500	0.9354903225806452	0.9833125
017C	25995000	25996000	25995500	0.839329218106996	0.946620320855615
017C	25996000	25997000	25996500	0.9566666666666667	0.9944357541899441
017C	25997000	25998000	25997500	0.9785726495726496	0.9798657718120806
017C	25998000	25999000	25998500	0.9299872881355934	1.0
017C	25999000	26000000	25999500	0.9693785850860421	0.9953224299065421
017C	26000000	26001000	26000500	0.9833333333333333	0.99608203125
017C	26001000	26002000	26001500	0.9457235772357726	0.9769913793103449
017C	26002000	26003000	26002500	0.9576743295019157	0.9884615384615385
017C	26003000	26004000	26003500	0.9315068493150684	0.936778947368421
017C	26004000	26005000	26004500	0.9617230769230769	0.9593488372093022
017C	26005000	26006000	26005500	0.9827068965517242	0.9807142857142855
017C	26006000	26007000	26006500	0.9502488687782805	0.966442953020134
017C	26007000	26008000	26007500	0.9818454545454546	0.9887116104868914
